ID,Multiyear ID,Single or multiple application,Operator,Trial Type,Trial Status,Country,Location/Place,Year of Results,Crop,Seed/Transplant,Novihum Product,Granulate Size,Base Material Origin,Rate Novihum in kg/m²,Rate Novihum in Vol%,Rate Novihum in Mass%,Application Depth in m,Application Wide in m,Application Technique,Application Periode,Other Products,Fert flag,Nitrogen Compensation,Compost Manure,Drought Trial,Irrigation Level in %,Soil note,Soil Type in Numbers of Sand Silt Clay,Sand,Silt,Clay,Soil Type/Substrate,pH (Method not Known,pH (in H2O),pH (in KCl-Solution),pH (in CaCl2-Solution),Corg-Level Qualitativ,Corg-Level Quantitativ,Growth Conditions,Controlled Conditions,Result Control (Data as Recieved ),Unit1,Result Novihum (Data as Recieved),Unit2,Result Control (Edited by Novihum),Unit3,Result Novihum (Edited by Novihum),Unit4,Relative Yield difference,Statistical Significant,Standard Deviation Control,Standard Deviation Novihum,Earlier Higher Yield,Visible Quality Difference,Additional Information,Further Addition Information,Bulk Density,Row Number in Excel,Trial Quality for NN,App rate,Rel yield
792,,,Jose Miguel Palomares,Commercial,closed,Spain,Carchuna,2021,Cucumber,Transplants,Fine,02,Rhein,0.155,,,0.1,0.1,Pot,,,,FALSE,control,FALSE,,,,,,,,,,,,,,protected,Yes,0.27,kg/m²,0.43,kg/m²,0.27,kg/m²,0.43,kg/m²,0.59,FALSE,0,0,TRUE,,,,,,0,1550,0.59
793,,,Manolo Hermano Oscar,Commercial,closed,Spain,Las Norias,2021,Cucumber,Transplants,Fine,02,Rhein,0.06,,,0.1,0.1,Pot,,,,FALSE,control,FALSE,,,,,,,,,,,,,,protected,Yes,3.55,kg/m²,3.84,kg/m²,3.55,kg/m²,3.84,kg/m²,0.08,FALSE,0,0,FALSE,,,,,,0,600,0.08
794,,,Manuel Garcia,Commercial,closed,Spain,Almeria,2022,Bell Pepper,Transplants,Fine,02,Rhein,0.2,,,0.1,0.3,Line,single,,,FALSE,control,FALSE,,,,,,,,,,,,,,protected,Yes,5.62,kg/m²,5.44,kg/m²,5.62,kg/m²,5.44,kg/m²,-0.03,FALSE,0,0,FALSE,,,,,,+,2000,-0.03
795,,,Manuel Garcia,Commercial,closed,Spain,Almeria,2021,Bell Pepper,Transplants,Fine,02,Rhein,0.2,,,0.1,0.33,Line,,,,FALSE,control,FALSE,,,,,,,,,,,,,,protected,Yes,5.46,kg/m²,6.1,kg/m²,5.46,kg/m²,6.1,kg/m²,0.12,FALSE,0,0,FALSE,,mit Kokos,,,,+,2000,0.12
796,,,Manuel Garcia,Commercial,closed,Spain,Almeria,2022,Melon,Transplants,Fine,02,Rhein,0.2,,,,,Line,single,,,FALSE,control,FALSE,,,,,,,,,,,,,,protected,Yes,6.11,kg/m²,6.68,kg/m²,6.11,kg/m²,6.68,kg/m²,0.09,FALSE,0,0,FALSE,,,,,,+,2000,0.09
797,,,Agrodelegación de Nutricionale,Commercial,closed,Spain,Sevilla,2022,Potato,Transplants,Dispersa,25,Rhein,0.035,,,0.1,1,Flat,,,,FALSE,,FALSE,,,,,,,,,,,,,,free,Partly,3.8,kg/m²,4.1,kg/m²,3.8,kg/m²,4.1,kg/m²,0.08,FALSE,0.94,0.66,FALSE,,,,,,+,350,0.08
798,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Dispersa,25,Rhein,0.05,,,0.05,0.1,Line,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,500,
799,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Dispersa,25,Rhein,0.0375,,,0.05,0.1,Line,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,375,
800,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Dispersa,25,Rhein,0.025,,,0.05,0.1,Line,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,250,
801,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Dispersa,25,Rhein,0.01,,,0.05,0.1,Line,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
802,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Argil,25,Rhein,0.05,,,0.05,0.1,Line,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,500,
803,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Argil,25,Rhein,0.0375,,,0.05,0.1,Line,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,375,
804,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Argil,25,Rhein,0.025,,,0.05,0.1,Line,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,250,
805,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Argil,25,Rhein,0.01,,,0.05,0.1,Line,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
806,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Dispersa,25,Rhein,0.05,,,0.05,0.1,Line,,160 kg N/ha,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,500,
807,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Dispersa,25,Rhein,0.05,,,0.05,0.1,Line,,110 kg N/ha,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,500,
808,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Dispersa,25,Rhein,0.05,,,0.05,0.1,Line,,60 kg N/ha,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,500,
809,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Argil,25,Rhein,0.05,,,0.05,0.1,Line,,160 kg N/ha,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,500,
810,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Argil,25,Rhein,0.05,,,0.05,0.1,Line,,110 kg N/ha,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,500,
811,,,LWK Niedersachsen,Science,on-going,Germany,Suderburg,2022,Potato,Seeds,Argil,25,Rhein,0.05,,,0.05,0.1,Line,,60 kg N/ha,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,500,
812,,,Hetterich,Science,closed,Germany,Grieben,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,6.4,,,,,2,free,No,119.3,dt/ha,121.5,dt/ha,1.19,kg/m²,1.21,kg/m²,0.02,FALSE,11.08,7.36,FALSE,,,,,,,100,0.02
813,,,Hetterich,Science,closed,Germany,Grieben,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.03,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,6.4,,,,,2,free,No,119.3,dt/ha,125,dt/ha,1.19,kg/m²,1.25,kg/m²,0.05,FALSE,11.08,10.37,FALSE,,,,,,,300,0.05
814,,,Hetterich,Science,closed,Germany,Grieben,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.045,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,6.4,,,,,2,free,No,119.3,dt/ha,121,dt/ha,1.19,kg/m²,1.21,kg/m²,0.01,FALSE,11.08,11.16,FALSE,,,,,,,450,0.01
815,,,Hetterich,Science,closed,Germany,Grieben,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-15% N,x,FALSE,no,FALSE,,,,,,,sandy loam,6.4,,,,,2,free,No,126.7,dt/ha,126.4,dt/ha,1.267,kg/m²,1.264,kg/m²,0.00,FALSE,2.67,5.79,FALSE,,,,,,,100,0.00
816,,,Hetterich,Science,closed,Germany,Grieben,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-30% N,x,FALSE,no,FALSE,,,,,,,sandy loam,6.4,,,,,2,free,No,119.7,dt/ha,122.8,dt/ha,1.197,kg/m²,1.228,kg/m²,0.03,FALSE,3.55,7.73,FALSE,,,,,,,100,0.03
817,,,Hetterich,Science,closed,Germany,Grieben,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-45% N,x,FALSE,no,FALSE,,,,,,,sandy loam,6.4,,,,,2,free,No,114.1,dt/ha,113.9,dt/ha,1.141,kg/m²,1.139,kg/m²,0.00,FALSE,2.62,3.19,FALSE,,,,,,,100,0.00
818,,,Hetterich,Science,closed,Germany,Grieben,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,6.4,,,,,2,free,No,119.3,dt/ha,126,dt/ha,1.193,kg/m²,1.26,kg/m²,0.06,FALSE,11.08,6.31,FALSE,,,,,,,100,0.06
819,,,Hetterich,Science,closed,Germany,Grieben,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.03,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,6.4,,,,,2,free,No,119.3,dt/ha,127.6,dt/ha,1.193,kg/m²,1.276,kg/m²,0.07,FALSE,11.08,7.7,FALSE,,,,,,,300,0.07
820,,,Hetterich,Science,closed,Germany,Grieben,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.045,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sandy loam,6.4,,,,,2,free,No,119.3,dt/ha,123.6,dt/ha,1.193,kg/m²,1.236,kg/m²,0.04,FALSE,11.08,7.68,FALSE,,,,,,,450,0.04
821,,,Hetterich,Science,closed,Germany,Grieben,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-15% N,x,FALSE,no,FALSE,,,,,,,sandy loam,6.4,,,,,2,free,No,126.7,dt/ha,126.1,dt/ha,1.267,kg/m²,1.261,kg/m²,0.00,FALSE,2.67,2.39,FALSE,,,,,,,100,0.00
822,,,Hetterich,Science,closed,Germany,Grieben,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-30% N,x,FALSE,no,FALSE,,,,,,,sandy loam,6.4,,,,,2,free,No,119.7,dt/ha,119.1,dt/ha,1.197,kg/m²,1.191,kg/m²,-0.01,FALSE,3.55,6.46,FALSE,,,,,,,100,-0.01
823,,,Hetterich,Science,closed,Germany,Grieben,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-45% N,x,FALSE,no,FALSE,,,,,,,sandy loam,6.4,,,,,2,free,No,114.1,dt/ha,120.3,dt/ha,1.141,kg/m²,1.203,kg/m²,0.05,FALSE,2.62,10.72,FALSE,,,,,,,100,0.05
824,,,Hetterich,Science,closed,Germany,Ammeloe,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sand,5.8,,,,,,free,No,99.2,dt/ha,104.2,dt/ha,0.992,kg/m²,1.042,kg/m²,0.05,FALSE,0,0,FALSE,,,,,,,100,0.05
825,,,Hetterich,Science,closed,Germany,Ammeloe,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.03,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sand,5.8,,,,,,free,No,99.2,dt/ha,101.4,dt/ha,0.992,kg/m²,1.014,kg/m²,0.02,FALSE,0,0,FALSE,,,,,,,300,0.02
826,,,Hetterich,Science,closed,Germany,Ammeloe,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.045,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sand,5.8,,,,,,free,No,99.2,dt/ha,102.5,dt/ha,0.992,kg/m²,1.024,kg/m²,0.03,FALSE,0,0,FALSE,,,,,,,450,0.03
827,,,Hetterich,Science,closed,Germany,Ammeloe,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-15% N,x,FALSE,no,FALSE,,,,,,,sand,5.8,,,,,,free,No,104.1,dt/ha,102.1,dt/ha,1.041,kg/m²,1.021,kg/m²,-0.02,FALSE,0,0,FALSE,,,,,,,100,-0.02
828,,,Hetterich,Science,closed,Germany,Ammeloe,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-30% N,x,FALSE,no,FALSE,,,,,,,sand,5.8,,,,,,free,No,98.7,dt/ha,98,dt/ha,0.987,kg/m²,0.98,kg/m²,-0.01,FALSE,0,0,FALSE,,,,,,,100,-0.01
829,,,Hetterich,Science,closed,Germany,Ammeloe,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-45% N,x,FALSE,no,FALSE,,,,,,,sand,5.8,,,,,,free,No,97.7,dt/ha,95.9,dt/ha,0.977,kg/m²,0.959,kg/m²,-0.02,FALSE,0,0,FALSE,,,,,,,100,-0.02
830,,,Hetterich,Science,closed,Germany,Ammeloe,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sand,5.8,,,,,,free,No,99.2,dt/ha,100.5,dt/ha,0.992,kg/m²,1.005,kg/m²,0.01,FALSE,0,0,FALSE,,,,,,,100,0.01
831,,,Hetterich,Science,closed,Germany,Ammeloe,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.03,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sand,5.8,,,,,,free,No,99.2,dt/ha,101.8,dt/ha,0.992,kg/m²,1.018,kg/m²,0.03,FALSE,0,0,FALSE,,,,,,,300,0.03
832,,,Hetterich,Science,closed,Germany,Ammeloe,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.045,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sand,5.8,,,,,,free,No,99.2,dt/ha,100.9,dt/ha,0.992,kg/m²,1.009,kg/m²,0.02,FALSE,0,0,FALSE,,,,,,,450,0.02
833,,,Hetterich,Science,closed,Germany,Ammeloe,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-15% N,x,FALSE,no,FALSE,,,,,,,sand,5.8,,,,,,free,No,104.1,dt/ha,101.8,dt/ha,1.041,kg/m²,1.018,kg/m²,-0.02,FALSE,0,0,FALSE,,,,,,,100,-0.02
834,,,Hetterich,Science,closed,Germany,Ammeloe,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-30% N,x,FALSE,no,FALSE,,,,,,,sand,5.8,,,,,,free,No,98.7,dt/ha,97.2,dt/ha,0.987,kg/m²,0.972,kg/m²,-0.02,FALSE,0,0,FALSE,,,,,,,100,-0.02
835,,,Hetterich,Science,closed,Germany,Ammeloe,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-45% N,x,FALSE,no,FALSE,,,,,,,sand,5.8,,,,,,free,No,97.7,dt/ha,98.5,dt/ha,0.977,kg/m²,0.985,kg/m²,0.01,FALSE,0,0,FALSE,,,,,,,100,0.01
836,,,Hetterich,Science,on-going,Germany,Poppenhausen,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
837,,,Hetterich,Science,on-going,Germany,Poppenhausen,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.03,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,300,
838,,,Hetterich,Science,on-going,Germany,Poppenhausen,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.045,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,450,
839,,,Hetterich,Science,on-going,Germany,Poppenhausen,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-15% N,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
840,,,Hetterich,Science,on-going,Germany,Poppenhausen,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-30% N,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
841,,,Hetterich,Science,on-going,Germany,Poppenhausen,2022,Winter Wheat,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-45% N,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
842,,,Hetterich,Science,on-going,Germany,Poppenhausen,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
843,,,Hetterich,Science,on-going,Germany,Poppenhausen,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.03,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,300,
844,,,Hetterich,Science,on-going,Germany,Poppenhausen,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.045,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,450,
845,,,Hetterich,Science,on-going,Germany,Poppenhausen,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-15% N,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
846,,,Hetterich,Science,on-going,Germany,Poppenhausen,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-30% N,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
847,,,Hetterich,Science,on-going,Germany,Poppenhausen,2022,Winter Wheat,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-45% N,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
848,,,Hetterich,Science,closed,Germany,Wennewick,2022,Silo maize,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sand,5.5,,,,,,free,No,191.3,dt/ha,181.7,dt/ha,1.913,kg/m²,1.817,kg/m²,-0.05,FALSE,0,0,FALSE,,,,,,,100,-0.05
849,,,Hetterich,Science,closed,Germany,Wennewick,2022,Silo maize,Seeds,Argil,25,Rhein,0.03,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sand,5.5,,,,,,free,No,191.3,dt/ha,191.2,dt/ha,1.913,kg/m²,1.912,kg/m²,0.00,FALSE,0,0,FALSE,,,,,,,300,0.00
850,,,Hetterich,Science,closed,Germany,Wennewick,2022,Silo maize,Seeds,Argil,25,Rhein,0.045,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sand,5.5,,,,,,free,No,191.3,dt/ha,190.5,dt/ha,1.913,kg/m²,1.905,kg/m²,0.00,FALSE,0,0,FALSE,,,,,,,450,0.00
851,,,Hetterich,Science,closed,Germany,Wennewick,2022,Silo maize,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-15% N,x,FALSE,no,FALSE,,,,,,,sand,5.5,,,,,,free,No,188.5,dt/ha,190.9,dt/ha,1.885,kg/m²,1.909,kg/m²,0.01,FALSE,0,0,FALSE,,,,,,,100,0.01
852,,,Hetterich,Science,closed,Germany,Wennewick,2022,Silo maize,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-30% N,x,FALSE,no,FALSE,,,,,,,sand,5.5,,,,,,free,No,189.7,dt/ha,191.3,dt/ha,1.897,kg/m²,1.913,kg/m²,0.01,FALSE,0,0,FALSE,,,,,,,100,0.01
853,,,Hetterich,Science,closed,Germany,Wennewick,2022,Silo maize,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-45% N,x,FALSE,no,FALSE,,,,,,,sand,5.5,,,,,,free,No,189,dt/ha,187,dt/ha,1.89,kg/m²,1.87,kg/m²,-0.01,FALSE,0,0,FALSE,,,,,,,100,-0.01
854,,,Hetterich,Science,closed,Germany,Wennewick,2022,Silo maize,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sand,5.5,,,,,,free,No,191.3,dt/ha,196.7,dt/ha,1.913,kg/m²,1.967,kg/m²,0.03,FALSE,0,0,FALSE,,,,,,,100,0.03
855,,,Hetterich,Science,closed,Germany,Wennewick,2022,Silo maize,Seeds,Dispersa,25,Rhein,0.03,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sand,5.5,,,,,,free,No,191.3,dt/ha,196.4,dt/ha,1.913,kg/m²,1.964,kg/m²,0.03,FALSE,0,0,FALSE,,,,,,,300,0.03
856,,,Hetterich,Science,closed,Germany,Wennewick,2022,Silo maize,Seeds,Dispersa,25,Rhein,0.045,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,sand,5.5,,,,,,free,No,191.3,dt/ha,195.3,dt/ha,1.913,kg/m²,1.953,kg/m²,0.02,FALSE,0,0,FALSE,,,,,,,450,0.02
857,,,Hetterich,Science,closed,Germany,Wennewick,2022,Silo maize,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-15% N,x,FALSE,no,FALSE,,,,,,,sand,5.5,,,,,,free,No,188.5,dt/ha,186.8,dt/ha,1.885,kg/m²,1.868,kg/m²,-0.01,FALSE,0,0,FALSE,,,,,,,100,-0.01
858,,,Hetterich,Science,closed,Germany,Wennewick,2022,Silo maize,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-30% N,x,FALSE,no,FALSE,,,,,,,sand,5.5,,,,,,free,No,189.7,dt/ha,190.5,dt/ha,1.897,kg/m²,1.905,kg/m²,0.00,FALSE,0,0,FALSE,,,,,,,100,0.00
859,,,Hetterich,Science,closed,Germany,Wennewick,2022,Silo maize,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-45% N,x,FALSE,no,FALSE,,,,,,,sand,5.5,,,,,,free,No,189,dt/ha,188.2,dt/ha,1.89,kg/m²,1.882,kg/m²,0.00,FALSE,0,0,FALSE,,,,,,,100,0.00
860,,,Hetterich,Science,on-going,Germany,Markt Erlbach,2022,Silo maize,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
861,,,Hetterich,Science,on-going,Germany,Markt Erlbach,2022,Silo maize,Seeds,Argil,25,Rhein,0.03,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,300,
862,,,Hetterich,Science,on-going,Germany,Markt Erlbach,2022,Silo maize,Seeds,Argil,25,Rhein,0.045,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,450,
863,,,Hetterich,Science,on-going,Germany,Markt Erlbach,2022,Silo maize,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-15% N,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
864,,,Hetterich,Science,on-going,Germany,Markt Erlbach,2022,Silo maize,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-30% N,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
865,,,Hetterich,Science,on-going,Germany,Markt Erlbach,2022,Silo maize,Seeds,Argil,25,Rhein,0.01,,,0.1,1,Flat,,-45% N,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
866,,,Hetterich,Science,on-going,Germany,Markt Erlbach,2022,Silo maize,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
867,,,Hetterich,Science,on-going,Germany,Markt Erlbach,2022,Silo maize,Seeds,Dispersa,25,Rhein,0.03,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,300,
868,,,Hetterich,Science,on-going,Germany,Markt Erlbach,2022,Silo maize,Seeds,Dispersa,25,Rhein,0.045,,,0.1,1,Flat,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,450,
869,,,Hetterich,Science,on-going,Germany,Markt Erlbach,2022,Silo maize,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-15% N,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
870,,,Hetterich,Science,on-going,Germany,Markt Erlbach,2022,Silo maize,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-30% N,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
871,,,Hetterich,Science,on-going,Germany,Markt Erlbach,2022,Silo maize,Seeds,Dispersa,25,Rhein,0.01,,,0.1,1,Flat,,-45% N,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,100,
872,,,Hetterich,Science,on-going,Germany,Schwarzach am Main,2022,Potato,Seeds,Argil,25,Rhein,0.25,,,,,,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,2500,
873,,,Hetterich,Science,on-going,Germany,Schwarzach am Main,2022,Potato,Seeds,Argil,25,Rhein,0.05,,,,,,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,500,
874,,,Hetterich,Science,on-going,Germany,Schwarzach am Main,2022,Potato,Seeds,Argil,25,Rhein,0.075,,,,,,,,,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,750,
875,,,Hetterich,Science,on-going,Germany,Schwarzach am Main,2022,Potato,Seeds,Argil,25,Rhein,0.05,,,,,,,-20% N,x,FALSE,no,FALSE,,,,,,,,,,,,,,free,No,,,,,,,,,,FALSE,0,0,FALSE,,,,,,,500,
